district,rooms,size,level,max_levels,price
Мирзо-Улугбекский,1,26.0,3,4,22500.0
Сергелийский,2,52.0,2,5,36500.0
Мирзо-Улугбекский,3,80.0,1,4,110000.0
Мирзо-Улугбекский,1,40.0,5,5,26500.0
Мирзо-Улугбекский,1,40.0,4,4,25000.0
Шайхантахурский,4,100.0,5,9,76000.0
Мирзо-Улугбекский,2,50.0,3,4,42000.0
Яккасарайский,2,52.0,4,4,41000.0
Мирабадский,2,65.0,2,4,66000.0
Мирзо-Улугбекский,4,140.0,4,5,105000.0
Яккасарайский,2,48.0,2,3,42000.0
Мирабадский,1,45.0,1,4,42000.0
Шайхантахурский,2,74.0,8,9,65000.0
Чиланзарский,2,55.0,2,2,44000.0
Мирзо-Улугбекский,1,40.0,1,4,24000.0
Мирзо-Улугбекский,1,36.0,2,4,25000.0
Мирзо-Улугбекский,1,18.0,4,4,12000.0
Мирзо-Улугбекский,1,31.0,2,3,20000.0
Юнусабадский,3,72.0,3,4,75000.0
Юнусабадский,3,75.0,1,4,107000.0
Юнусабадский,1,43.0,7,9,38000.0
Юнусабадский,4,279.0,1,3,150000.0
Яшнободский,1,52.0,4,5,57000.0
Яккасарайский,2,50.0,7,8,45000.0
Яккасарайский,2,53.0,4,5,46000.0
Мирабадский,3,85.0,2,5,78000.0
Яккасарайский,2,55.0,2,4,146000.0
Мирабадский,3,80.0,3,5,72000.0
Мирабадский,3,75.0,4,5,55000.0
Юнусабадский,1,43.0,1,4,47500.0
Юнусабадский,3,75.0,1,4,95000.0
Мирзо-Улугбекский,3,110.0,5,5,105000.0
Яшнободский,3,86.0,4,9,89000.0
Яккасарайский,2,69.0,4,9,47000.0
Олмазорский,3,70.0,6,7,57000.0
Мирзо-Улугбекский,2,60.0,3,5,45000.0
Яшнободский,3,80.0,1,5,78000.0
Мирабадский,4,100.0,4,4,68000.0
Яккасарайский,2,68.0,9,9,47000.0
Яккасарайский,2,66.0,2,9,47000.0
Мирабадский,5,110.0,8,9,83000.0
Яшнободский,3,75.0,6,9,82000.0
Яккасарайский,2,50.0,2,3,47000.0
Яккасарайский,2,56.0,4,4,47000.0
Мирабадский,4,145.0,5,9,120000.0
Яккасарайский,2,60.0,5,9,48000.0
Яккасарайский,2,51.0,4,4,49500.0
Яккасарайский,2,65.0,2,8,75000.0
Яккасарайский,2,51.0,5,5,51000.0
Мирзо-Улугбекский,3,75.0,1,4,90000.0
Мирабадский,3,80.0,4,4,88000.0
Мирабадский,2,65.0,9,9,55000.0
Яшнободский,2,65.0,5,5,68000.0
Юнусабадский,3,75.0,4,4,55000.0
Юнусабадский,1,42.0,1,4,50000.0
Мирабадский,1,42.0,1,9,46000.0
Мирабадский,2,68.0,5,5,44000.0
Мирабадский,4,120.0,1,2,130000.0
Яшнободский,2,65.0,1,5,71000.0
Яшнободский,4,95.0,4,5,91000.0
Яшнободский,4,100.0,1,5,98000.0
Мирабадский,2,50.0,4,4,47000.0
Яккасарайский,1,30.0,4,5,33500.0
Яккасарайский,2,50.0,2,5,52000.0
Мирабадский,4,120.0,7,8,95000.0
Яшнободский,2,65.0,5,5,68000.0
Яккасарайский,3,70.0,2,7,75000.0
Яшнободский,2,52.0,1,4,40000.0
Яшнободский,3,80.0,4,5,90000.0
Мирзо-Улугбекский,3,75.0,6,7,69000.0
Юнусабадский,3,131.0,4,8,125000.0
Мирзо-Улугбекский,2,62.0,2,4,73000.0
Яшнободский,3,86.0,4,9,89000.0
Яккасарайский,2,61.0,1,5,54000.0
Мирзо-Улугбекский,2,50.0,3,4,33500.0
Мирабадский,3,130.0,2,8,110000.0
Мирзо-Улугбекский,2,64.0,5,5,34000.0
Учтепинский,4,90.0,5,5,42000.0
Мирзо-Улугбекский,1,33.0,4,4,23000.0
Мирзо-Улугбекский,2,51.0,3,4,35000.0
Мирзо-Улугбекский,1,19.0,4,4,20500.0
Мирзо-Улугбекский,2,38.0,2,4,35500.0
Мирзо-Улугбекский,1,30.0,5,5,23500.0
Мирзо-Улугбекский,2,52.0,1,2,31000.0
Яккасарайский,2,52.0,1,3,54000.0
Яккасарайский,2,57.0,3,4,54998.0
Яшнободский,2,58.0,4,9,39000.0
Мирзо-Улугбекский,5,100.0,4,4,48000.0
Мирзо-Улугбекский,2,60.0,6,9,38500.0
Мирзо-Улугбекский,2,52.0,5,5,32000.0
Яккасарайский,1,39.0,1,5,26700.0
Шайхантахурский,4,93.0,9,9,56000.0
Юнусабадский,2,63.0,3,4,45000.0
Чиланзарский,1,27.0,3,3,19500.0
Мирабадский,4,3.0,1,1,50000.0
Юнусабадский,3,70.0,3,4,57000.0
Мирзо-Улугбекский,2,63.0,4,9,46000.0
Мирзо-Улугбекский,1,23.0,2,3,17500.0
Мирзо-Улугбекский,3,75.0,3,7,65000.0
Мирзо-Улугбекский,3,80.0,1,4,92000.0
Юнусабадский,1,28.0,3,4,26500.0
Сергелийский,3,90.0,3,9,45000.0
Мирзо-Улугбекский,2,50.0,2,4,48000.0
Яккасарайский,3,79.0,8,9,74000.0
Мирабадский,5,110.0,5,9,135000.0
Мирабадский,3,76.0,7,16,63000.0
Мирабадский,4,110.0,9,9,85000.0
Яшнободский,3,87.0,8,9,43000.0
Сергелийский,5,108.0,4,5,46500.0
Мирабадский,4,150.0,6,9,145000.0
Яккасарайский,2,65.0,2,9,48500.0
Чиланзарский,2,43.0,2,4,36000.0
Юнусабадский,1,40.0,3,5,30000.0
Мирабадский,3,100.0,7,9,90000.0
Мирабадский,3,105.0,7,8,93000.0
Шайхантахурский,1,43.0,3,4,38500.0
Олмазорский,2,53.0,2,4,23500.0
Мирабадский,3,80.0,2,4,80000.0
Сергелийский,2,59.0,2,7,25000.0
Яккасарайский,3,75.0,5,9,47000.0
Олмазорский,1,42.0,4,5,22800.0
Мирзо-Улугбекский,3,83.0,5,8,110000.0
Мирабадский,3,80.0,8,9,53000.0
Мирабадский,2,60.0,8,9,32000.0
Мирабадский,2,60.0,9,9,35000.0
Юнусабадский,1,25.0,3,4,23501.0
Мирабадский,2,60.0,5,8,42000.0
Сергелийский,2,73.0,3,7,35200.0
Яккасарайский,4,190.0,7,8,200000.0
Яккасарайский,2,100.0,8,8,120000.0
Шайхантахурский,2,46.0,5,9,24500.0
Юнусабадский,3,60.0,3,4,33200.0
Мирзо-Улугбекский,3,80.0,7,9,90000.0
Олмазорский,3,70.0,2,4,55000.0
Яккасарайский,3,90.0,3,4,120000.0
Мирзо-Улугбекский,3,70.0,9,9,45000.0
Яккасарайский,3,80.0,1,10,95000.0
Яккасарайский,3,80.0,4,4,80000.0
Мирабадский,3,103.0,4,8,103000.0
Мирабадский,2,63.0,6,16,76000.0
Яккасарайский,1,39.0,2,5,26500.0
Яккасарайский,2,64.0,1,5,42000.0
Яккасарайский,3,67.0,7,9,47000.0
Яккасарайский,3,67.0,4,4,52000.0
Яккасарайский,4,105.0,1,4,135000.0
Шайхантахурский,3,107.0,4,4,75000.0
Яшнободский,2,60.0,4,8,55000.0
Мирзо-Улугбекский,2,52.0,2,4,40500.0
Юнусабадский,3,67.0,4,5,46000.0
Яшнободский,3,70.0,2,9,70000.0
Мирзо-Улугбекский,3,65.0,9,9,45500.0
Мирзо-Улугбекский,2,48.0,2,5,39000.0
Мирзо-Улугбекский,3,70.0,4,5,61000.0
Сергелийский,3,75.0,1,7,60000.0
Сергелийский,6,150.0,1,7,120000.0
Яшнободский,3,80.0,4,9,65000.0
Шайхантахурский,3,92.0,5,8,123000.0
Олмазорский,4,96.0,4,4,51999.0
Юнусабадский,4,80.0,3,4,95000.0
Юнусабадский,2,50.0,7,9,39000.0
Мирзо-Улугбекский,2,52.0,2,4,40500.0
Шайхантахурский,3,96.0,4,8,110000.0
Чиланзарский,2,52.0,3,4,36000.0
Яккасарайский,4,140.0,9,12,121861.0
Мирзо-Улугбекский,4,135.0,3,4,129000.0
Шайхантахурский,3,76.0,5,5,60000.0
Чиланзарский,3,153.0,2,9,112000.0
Чиланзарский,4,107.0,4,4,84000.0
Учтепинский,1,41.0,1,5,35000.0
Олмазорский,4,210.0,4,9,85000.0
Яшнободский,3,79.0,4,9,62000.0
Учтепинский,1,44.0,5,5,24000.0
Учтепинский,4,96.0,8,9,67000.0
Учтепинский,3,72.0,5,5,45500.0
Учтепинский,2,45.0,1,4,35000.0
Мирабадский,3,135.0,5,5,160000.0
Мирзо-Улугбекский,3,75.0,3,4,72000.0
Мирабадский,2,45.0,5,6,56000.0
Яккасарайский,2,52.0,1,3,54000.0
Яккасарайский,2,57.0,3,4,55000.0
Яккасарайский,2,57.0,2,3,55000.0
Мирабадский,2,48.0,3,4,34000.0
Мирзо-Улугбекский,1,46.0,2,4,60000.0
Мирзо-Улугбекский,3,118.0,2,7,72000.0
Юнусабадский,3,58.0,4,4,68000.0
Учтепинский,4,82.0,4,5,47500.0
Мирабадский,2,62.0,9,12,53000.0
Яккасарайский,2,51.0,5,5,56000.0
Яккасарайский,2,58.0,1,4,57997.0
Яккасарайский,2,50.0,4,4,59000.0
Мирабадский,3,105.0,5,9,110000.0
Учтепинский,2,65.0,7,9,36500.0
Яккасарайский,4,96.0,3,9,63000.0
Шайхантахурский,4,90.0,1,4,105000.0
Мирабадский,2,60.0,3,9,48000.0
Юнусабадский,3,70.0,2,5,47500.0
Яккасарайский,2,60.0,2,3,60000.0
Яккасарайский,2,72.0,7,9,64000.0
Мирабадский,3,75.0,2,9,74000.0
Яккасарайский,2,54.0,3,4,65000.0
Шайхантахурский,1,30.0,1,4,29000.0
Яккасарайский,2,59.0,2,4,65000.0
Мирзо-Улугбекский,1,33.0,1,4,29000.0
Яккасарайский,2,61.0,2,3,67000.0
Яккасарайский,2,55.0,4,5,67000.0
Мирзо-Улугбекский,2,52.0,2,4,33000.0
Яккасарайский,2,54.0,2,4,69000.0
Чиланзарский,3,70.0,3,4,48000.0
Учтепинский,4,100.0,6,9,60000.0
Учтепинский,3,65.0,1,4,46600.0
Чиланзарский,3,70.0,3,3,40000.0
Шайхантахурский,3,82.0,8,9,46500.0
Яккасарайский,3,189.0,1,4,142500.0
Чиланзарский,2,54.0,3,4,36000.0
Шайхантахурский,3,74.0,4,4,46500.0
Мирзо-Улугбекский,3,71.0,4,4,60000.0
Яккасарайский,2,63.0,4,4,72500.0
Учтепинский,1,42.16,1,4,29000.0
Юнусабадский,2,54.0,2,4,38000.0
Чиланзарский,2,54.0,3,5,40000.0
Юнусабадский,3,70.0,1,9,69000.0
Яккасарайский,4,90.0,3,4,90000.0
Мирзо-Улугбекский,3,75.0,4,9,67000.0
Шайхантахурский,2,68.0,9,9,30000.0
Шайхантахурский,2,63.0,9,9,30000.0
Яккасарайский,2,58.0,2,5,60000.0
Яккасарайский,2,60.0,5,8,74500.0
Яккасарайский,2,77.0,4,4,87500.0
Мирзо-Улугбекский,2,56.0,5,5,47000.0
Олмазорский,4,80.0,1,4,53500.0
Чиланзарский,3,72.0,8,9,40000.0
Чиланзарский,3,90.0,3,4,58000.0
Мирзо-Улугбекский,2,60.0,8,9,48500.0
Мирабадский,2,60.0,8,9,48500.0
Мирзо-Улугбекский,2,80.0,6,6,70000.0
Мирзо-Улугбекский,3,74.0,4,9,55000.0
Мирабадский,2,52.0,4,4,45000.0
Мирзо-Улугбекский,2,55.0,4,4,60000.0
Мирабадский,2,66.0,2,4,72000.0
Мирабадский,2,52.0,2,4,54000.0
Мирзо-Улугбекский,2,56.0,2,4,62000.0
Мирзо-Улугбекский,2,65.0,2,3,67998.0
Мирзо-Улугбекский,2,65.0,2,4,62000.0
Мирзо-Улугбекский,2,60.0,1,5,70000.0
Мирзо-Улугбекский,1,40.0,5,9,50000.0
Мирзо-Улугбекский,1,50.0,5,9,56000.0
Юнусабадский,1,40.0,4,4,40000.0
Юнусабадский,2,60.0,4,4,65000.0
Мирзо-Улугбекский,3,69.0,2,5,54000.0
Чиланзарский,3,67.0,3,4,57000.0
Яшнободский,2,104.0,7,7,130000.0
Олмазорский,3,45.0,8,9,50000.0
Учтепинский,2,47.0,3,4,34500.0
Шайхантахурский,3,82.0,3,3,67000.0
Олмазорский,2,56.0,3,5,32000.0
Чиланзарский,3,70.0,8,9,47400.0
Яккасарайский,3,52.0,4,4,54000.0
Учтепинский,2,40.0,4,5,31000.0
Мирабадский,3,75.0,7,9,90000.0
Учтепинский,2,52.0,1,4,36500.0
Мирабадский,2,48.0,3,5,42000.0
Мирзо-Улугбекский,3,83.0,3,4,90999.0
Мирзо-Улугбекский,3,84.0,3,4,107000.0
Мирзо-Улугбекский,3,75.0,3,4,69000.0
Юнусабадский,3,112.0,2,9,130000.0
Юнусабадский,3,73.0,2,9,110000.0
Мирабадский,3,74.0,2,9,93000.0
Юнусабадский,3,100.0,2,4,89000.0
Мирзо-Улугбекский,3,84.0,2,4,91998.0
Юнусабадский,3,70.0,1,4,50000.0
Яккасарайский,3,75.0,1,4,73000.0
Юнусабадский,2,54.0,9,9,50000.0
Яшнободский,4,96.0,3,5,93000.0
Чиланзарский,2,49.0,1,4,34500.0
Учтепинский,1,36.0,4,7,32000.0
Учтепинский,3,62.0,2,4,42200.0
Яшнободский,2,46.0,2,4,28500.0
Мирзо-Улугбекский,4,85.0,2,4,75000.0
Чиланзарский,2,52.0,2,4,37000.0
Олмазорский,3,70.0,9,9,41000.0
Чиланзарский,2,42.0,3,4,37000.0
Чиланзарский,3,68.0,4,4,44000.0
Чиланзарский,3,90.0,11,12,58000.0
Чиланзарский,2,52.0,4,5,41000.0
Чиланзарский,2,42.0,3,4,30000.0
Юнусабадский,3,80.0,1,5,59000.0
Яккасарайский,7,225.0,7,8,190000.0
Яккасарайский,2,90.0,3,4,90000.0
Мирзо-Улугбекский,3,66.0,2,5,63000.0
Яккасарайский,1,30.0,4,4,28000.0
Шайхантахурский,3,70.0,3,9,58000.0
Сергелийский,1,44.9,9,9,19335.0
Юнусабадский,4,82.0,1,4,85500.0
Юнусабадский,3,84.0,9,9,55000.0
Учтепинский,1,72.5,2,5,47000.0
Яшнободский,1,36.0,1,4,28500.0
Яшнободский,3,84.0,4,4,45000.0
Яшнободский,3,65.0,3,4,36000.0
Яшнободский,1,40.0,8,9,20500.0
Яшнободский,2,58.0,2,5,33500.0
Чиланзарский,2,46.0,1,4,28000.0
Чиланзарский,3,65.0,4,4,43500.0
Яшнободский,3,68.0,1,5,44000.0
Яшнободский,1,45.0,5,12,25800.0
Юнусабадский,3,87.27,7,9,75000.0
Олмазорский,3,78.0,5,5,45000.0
Яшнободский,4,50.0,1,4,35000.0
Мирзо-Улугбекский,2,60.0,2,9,61000.0
Олмазорский,1,45.0,4,4,26000.0
Юнусабадский,2,60.0,9,9,55000.0
Яккасарайский,3,93.0,5,8,95000.0
Мирзо-Улугбекский,2,53.0,2,2,29000.0
Олмазорский,2,54.0,1,4,35000.0
Чиланзарский,2,50.0,3,4,34500.0
Юнусабадский,2,62.0,9,9,38000.0
Мирабадский,2,42.0,4,4,50000.0
Чиланзарский,6,161.0,2,9,155000.0
Учтепинский,2,58.0,5,9,28200.0
Мирзо-Улугбекский,1,21.0,1,4,21000.0
Мирзо-Улугбекский,2,46.0,4,4,29000.0
Мирабадский,2,45.0,3,9,59000.0
Юнусабадский,4,82.96,3,5,53000.0
Яккасарайский,2,75.0,5,8,115000.0
Чиланзарский,3,72.0,3,9,46000.0
Мирабадский,3,80.0,1,4,79900.0
Мирзо-Улугбекский,3,85.0,3,4,87000.0
Чиланзарский,2,58.0,9,9,47000.0
Учтепинский,3,73.0,6,9,37000.0
Учтепинский,2,58.0,3,9,33000.0
Учтепинский,2,60.0,8,9,35000.0
Учтепинский,4,85.0,3,5,63000.0
Мирзо-Улугбекский,2,50.0,2,4,35500.0
Мирзо-Улугбекский,3,100.0,4,8,76000.0
Мирзо-Улугбекский,3,70.0,4,5,44000.0
Чиланзарский,2,64.0,2,4,38000.0
Олмазорский,3,72.0,2,4,41500.0
Мирабадский,1,32.0,4,4,29900.0
Мирзо-Улугбекский,4,145.0,2,5,160000.0
Мирабадский,4,92.0,5,5,60000.0
Яшнободский,2,62.0,9,9,35000.0
Юнусабадский,4,92.0,2,5,68000.0
Мирабадский,2,60.0,5,9,52000.0
Яккасарайский,3,94.0,8,8,96000.0
Сергелийский,2,62.0,4,4,28000.0
Мирзо-Улугбекский,3,100.0,6,6,84500.0
Юнусабадский,4,90.0,2,4,48500.0
Чиланзарский,4,110.0,2,9,63000.0
Юнусабадский,4,111.0,4,9,139500.0
Мирабадский,3,80.0,1,2,32000.0
Мирабадский,3,65.0,1,4,64000.0
Мирзо-Улугбекский,3,70.0,1,1,33000.0
Яшнободский,3,65.0,1,2,30000.0
Мирзо-Улугбекский,2,60.0,2,5,34700.0
Мирзо-Улугбекский,2,37.0,2,9,17700.0
Яккасарайский,4,90.0,5,5,45000.0
Мирзо-Улугбекский,2,47.0,4,4,27500.0
Яшнободский,3,70.0,1,5,42000.0
Яшнободский,3,93.0,3,4,57000.0
Яшнободский,2,66.0,5,5,33500.0
Чиланзарский,2,42.0,1,4,32000.0
Мирабадский,4,147.0,3,12,132000.0
Юнусабадский,3,68.0,3,4,35000.0
Мирабадский,2,32.0,1,5,17500.0
Мирзо-Улугбекский,1,18.0,2,4,14000.0
Мирзо-Улугбекский,2,70.0,2,4,42900.0
Яшнободский,1,20.0,2,4,12498.0
Мирзо-Улугбекский,1,17.0,2,4,17000.0
Яшнободский,1,14.0,1,1,10600.0
Мирзо-Улугбекский,1,20.0,2,4,14000.0
Яккасарайский,3,80.0,12,16,47500.0
Юнусабадский,2,40.0,1,3,26000.0
Яшнободский,1,18.0,3,4,12300.0
Яшнободский,1,18.0,3,4,12500.0
Чиланзарский,2,51.0,3,4,35999.0
Мирзо-Улугбекский,3,75.0,4,5,56001.0
Мирзо-Улугбекский,5,110.0,2,5,85000.0
Мирабадский,3,100.0,7,8,75000.0
Юнусабадский,2,45.0,1,4,34800.0
Учтепинский,3,71.0,4,5,48600.0
Чиланзарский,2,54.0,1,4,34000.0
Чиланзарский,2,54.0,1,4,34000.0
Шайхантахурский,4,96.0,9,12,65000.0
Янгихаётский,3,56.0,5,7,42000.0
Учтепинский,1,43.0,3,4,27000.0
Юнусабадский,4,100.0,4,5,70000.0
Учтепинский,4,77.32,2,5,55000.0
Олмазорский,3,67.53,5,5,33000.0
